image_id,file_name,entropy,entropy_quartile,spatial_spread,entropy_rank,entropy_percentile,entropy_group,binary_group,caption,chair_i,is_hallucinating,n_mentioned,n_hallucinated
110042,000000110042.jpg,6.297231197357178,1,0.4271378768039277,22,0.044,low_entropy,clean,"The image features a whiteboard with a sign on it, likely advertising a toilet. The sign is placed in a grassy area, possibly at an outdoor event. There are several people in the scene, with some standing close to the sign and others scattered around the area.

In addition to the people, there are a few potted plants in the scene, one near the left side of the image and another towards the right side. A chair is",0.3333,True,3,1
46872,000000046872.jpg,6.298544883728027,1,0.4232954018111873,23,0.046,low_entropy,clean,"The image features a flatbed truck parked on the street, with a large pipe or tube placed on the back of the truck. The truck is parked in front of a building, and there are two men standing nearby, possibly discussing the pipe or tube.

In addition to the truck, there are two suitcases visible in the scene, one located near the left side of the truck and the other closer to the right side",0.0,False,1,0
269682,000000269682.jpg,6.298830986022949,1,0.4471560521750556,24,0.048,low_entropy,clean,"The image features a street scene with a traffic light suspended above the road. The traffic light is positioned near the center of the scene. There are multiple traffic lights in the area, with one located closer to the left side of the image and another towards the right side.

In addition to the traffic lights, there are two birds visible in the scene. One bird is perched on a traffic light, while the other is flying in the sky. The overall atmosphere",0.5,True,2,1
322610,000000322610.jpg,6.2990007400512695,1,0.427420175817672,25,0.05,low_entropy,clean,"The image depicts a busy city street with several people walking down the sidewalk. Among the pedestrians, a woman is sitting on a bench, holding an umbrella to shield herself from the elements. Another person is also holding an umbrella, possibly for the same reason.

There are multiple handbags visible in the scene, with one near the woman sitting on the bench, another close to the person walking, and the third",0.0,False,3,0
504074,000000504074.jpg,6.299720764160156,1,0.4468312050329482,26,0.052,low_entropy,clean,"The image features a woman sitting in a chair, smoking a cigarette while using a laptop. She is surrounded by a few other people, with one person sitting close to her on the left side and another person further away on the right side.

There are two chairs in the scene, one where the woman is seated and another one located in the background. A cell phone can be seen placed on the ground near the woman. The overall atmosphere suggests a",0.25,True,4,1
168337,000000168337.jpg,6.299732208251953,1,0.4389929574733054,27,0.054,low_entropy,clean,"The image features a red fire hydrant situated on the sidewalk next to a building. There are several people in the scene, with one person standing close to the fire hydrant and others scattered around the area. Some of the people are carrying backpacks, with one backpack located near the center of the scene and another one towards the right side. The overall atmosphere suggests a busy urban setting.",0.0,False,3,0
224724,000000224724.jpg,6.299761772155762,1,0.4358653251421121,28,0.056,low_entropy,clean,"The image features a woman standing outside a building, possibly a restaurant, with a sign in front of it. She is holding a cell phone, possibly checking messages or browsing the internet. The scene also includes a few other people in the background, as well as a motorcycle parked nearby.

In the vicinity, there are several cars parked along the street, with one car closer to the left side of the image and two more cars on the right side",0.25,True,4,1
5992,000000005992.jpg,6.299825191497803,1,0.4390533544136678,29,0.058,low_entropy,clean,"The image features a group of sheep standing together in a grassy area. There are three sheep in total, with one on the left side, another in the middle, and the third on the right side. The sheep are standing close to each other, possibly enjoying each other's company. The scene is set in a yard with a brick wall visible in the background.",0.0,False,1,0
263299,000000263299.jpg,6.30011510848999,1,0.4351032701197068,30,0.06,low_entropy,clean,"The image features a train traveling down the tracks, surrounded by a lush forest. The train is positioned in the middle of the scene, with the tracks running horizontally across the image. The train is moving through the woods, creating a serene atmosphere.",0.0,False,1,0
61471,000000061471.jpg,6.300154685974121,1,0.4358904035808406,31,0.062,low_entropy,clean,"The image features a small brown dog standing on a bathroom rug, sniffing the floor. The dog is positioned close to a white toilet, which is located on the left side of the room. The bathroom also contains a sink, which is situated on the right side of the room.

In addition to the toiletries, there are several bottles scattered around the bathroom. Some are placed on the floor, while others are located",0.3333,True,3,1
303818,000000303818.jpg,6.300358772277832,1,0.4382661364588197,32,0.064,low_entropy,clean,"The image depicts a busy street scene with a group of people walking across the street. There are at least 12 pedestrians visible in the scene, some of them carrying handbags. A car is driving down the street, and a bus is parked nearby.

In addition to the pedestrians and vehicles, there are several motorcycles parked or moving along the street. Some of the motorcycles are located near the",0.0,False,3,0
338718,000000338718.jpg,6.300787925720215,1,0.4349188826389271,33,0.066,low_entropy,clean,"The image features a street with a car driving down the road. The car is positioned towards the left side of the scene. There are two street signs lying on the ground, one near the center of the image and the other towards the right side. The street signs are likely damaged or broken, as they are not in their proper position.",0.0,False,1,0
489611,000000489611.jpg,6.301257133483887,1,0.4331161198751616,34,0.068,low_entropy,clean,"The image features a young boy standing in a room, holding a Nintendo Wii game controller. He appears to be playing a video game, possibly on the Wii console. The boy is wearing a green shirt, and the room has a couch in the background.

There are two additional Wii controllers visible in the scene, one located near the boy and the other further away. A potted plant can be seen in the room, adding a touch",0.3333,True,3,1
486112,000000486112.jpg,6.301685333251953,1,0.4365506627765337,35,0.07,low_entropy,clean,"The image features a man standing next to an elephant, which is being sprayed with water from a hose. The man is holding the hose, and the elephant is standing in a dirt area. The scene appears to be taking place in a zoo, as the elephant is being cared for by the man.",0.0,False,2,0
71451,000000071451.jpg,6.301821708679199,1,0.4285126122484985,36,0.072,low_entropy,clean,"The image features a neatly made bed in a hotel room. The bed is covered with white sheets and has two white pillows on it. A towel is placed on the bed, with one end of the towel hanging off the side. The room appears to be well-maintained, and the bed is the main focus of the scene.",0.0,False,1,0
581615,000000581615.jpg,6.302002906799316,1,0.440702443350493,37,0.074,low_entropy,clean,"The image features a public restroom with two urinals mounted on the wall. One urinal is located on the left side of the wall, while the other is situated on the right side. The urinals are positioned close to each other, with a small gap between them.

In addition to the urinals, there is a small sign above the urinals, possibly providing information or instructions for users. The overall scene is typical of a public restroom, with",0.0,False,0,0
295231,000000295231.jpg,6.302065849304199,1,0.423213171262031,38,0.076,low_entropy,clean,"The image features a large group of sheep gathered together in a field. There are at least 11 sheep visible in the scene, with some standing closer to the foreground and others further back. The sheep are of various sizes, indicating a mix of ages and stages of growth. The scene captures the essence of a typical pastoral setting, with the sheep enjoying their time in the field.",0.0,False,1,0
531036,000000531036.jpg,6.302141189575195,1,0.4276195613906909,39,0.078,low_entropy,clean,"The image features a city street with two red double-decker buses parked next to each other. One bus is positioned closer to the left side of the scene, while the other is located more towards the center.

There are several people in the scene, with one person standing near the left bus, another person close to the right bus, and two more individuals further away from the buses. Additionally, there is a book visible on the ground near the",0.0,False,3,0
121591,000000121591.jpg,6.30216121673584,1,0.4245345993239007,40,0.08,low_entropy,clean,"The image features a skateboarder performing a daring trick on a pink wall. The skateboarder is in mid-air, with the skateboard underneath him, showcasing his skill and agility. The scene is set in a skate park, where the skateboarder is the main focus.",0.0,False,1,0
439290,000000439290.jpg,6.302477836608887,1,0.4378742736504092,41,0.082,low_entropy,clean,"The image features a bunch of green bananas hanging from a tree. The bananas are arranged in a row, with some of them appearing to be overripe. The tree is surrounded by a lush green environment, providing a natural setting for the bananas.",0.0,False,0,0
24610,000000024610.jpg,6.302606582641602,1,0.4268796367007896,42,0.084,low_entropy,clean,"The image features a cozy living room with a comfortable couch situated in the background. A dining table is located in the foreground, accompanied by a chair. The room is decorated with various books, some of which are placed on the dining table, while others are scattered around the room.

In addition to the books, there are two handbags in the room, one near the couch and the other closer to the dining table. A",0.3333,True,3,1
273420,000000273420.jpg,6.302664279937744,1,0.4305416274168634,43,0.086,low_entropy,clean,"The image features a man standing in a room, holding a cell phone to his ear. He is in the process of painting the walls, which are currently blue. The room is equipped with a bed, a chair, and a window.

There are two cars visible in the background, one on the left side and the other on the right side of the room. Additionally, there is a cup placed on a surface in the room.",0.0,False,5,0
101780,000000101780.jpg,6.30271577835083,1,0.4375754102463672,44,0.088,low_entropy,clean,"The image features a zoo enclosure with a group of giraffes and a rhino. There are five giraffes in the enclosure, with one standing close to the left side, another in the middle, and three more towards the right side. The rhino is located towards the right side of the enclosure.

In addition to the animals, there are two people visible in the scene. One person is standing near the left side of the en",1.0,True,1,1
93154,000000093154.jpg,6.302718162536621,1,0.430372195214859,45,0.09,low_entropy,clean,"The image depicts a busy street with a variety of vehicles, including cars, trucks, and a motorcycle. There are several cars parked along the street, and a few trucks can be seen as well. A motorcycle is parked on the side of the road.

A traffic light is visible in the scene, and there are multiple pedestrians walking along the sidewalk. Some of them are carrying handbags. The",0.5,True,2,1
187362,000000187362.jpg,6.302743911743164,1,0.4236378124534855,46,0.092,low_entropy,clean,"The image features a man standing on the beach, holding a surfboard. He is wearing swim trunks and appears to be enjoying his time near the ocean. The surfboard is positioned horizontally, with the man standing close to it. The beach setting is further emphasized by the presence of the ocean in the background.",0.0,False,2,0
472046,000000472046.jpg,6.303670406341553,1,0.4262966469098295,47,0.094,low_entropy,clean,"The image features a large, open kitchen with a dining table in the center. The table is set with various items, including a bowl, a pineapple, a bunch of limes, and a few oranges. There are also a couple of chairs placed around the table.

In the background, there is a living room area with a couch and a chair. A potted plant is situated near the couch, adding a touch of green",0.0,False,5,0
120853,000000120853.jpg,6.303842544555664,1,0.4325193934952295,48,0.096,low_entropy,clean,"The image features a dining table with a plate containing a sandwich and a bowl of coleslaw. The sandwich is cut in half, revealing the meat inside. The coleslaw is placed in a bowl next to the sandwich, creating a delicious and satisfying meal.

In addition to the main dish, there are two cups on the table, one near the top left corner and the other near the top right corner.",0.0,False,3,0
157418,000000157418.jpg,6.3040008544921875,1,0.4197248628740239,49,0.098,low_entropy,clean,"The image features a dining table with a variety of food items. There are two sandwiches, one placed towards the right side of the table and the other closer to the left side. A can of Spam is also present on the table, along with a bowl and a cup.

In addition to the main dishes, there are two carrots, one located near the center of the table and the other towards the right side. A knife",0.25,True,4,1
262440,000000262440.jpg,6.3040452003479,1,0.4319776416882849,50,0.1,low_entropy,clean,"The image depicts a small, clean bathroom with white tiles on the walls and floor. The bathroom features a white toilet, a white sink, and a white bathtub. The toilet is positioned close to the sink, while the bathtub is located towards the left side of the bathroom.

There are several bottles placed around the bathroom, with one near the sink, another close to the toilet",0.0,False,2,0
49091,000000049091.jpg,6.304666996002197,1,0.4355532099206387,51,0.102,low_entropy,clean,"The image depicts a narrow alleyway in an Asian city, filled with numerous signs written in an Asian language. The signs are hanging from the sides of buildings, creating a unique atmosphere.

In addition to the signs, there are several people walking along the alleyway, possibly exploring the area or going about their daily activities. The scene is bustling with activity, showcasing the vibrant and lively nature of the city.",1.0,True,1,1
227686,000000227686.jpg,6.304731845855713,1,0.4130547929904952,52,0.104,low_entropy,clean,"The image features a brown horse with a green bridle, standing in a forest. The horse is wearing a harness, and it appears to be walking through the woods. The scene is set in a forest with trees surrounding the horse, creating a serene and natural atmosphere.",0.0,False,1,0
161044,000000161044.jpg,6.304863929748535,1,0.4242298944088803,53,0.106,low_entropy,clean,"The image features three small airplanes flying in formation through a cloudy sky. The planes are positioned close to each other, creating an impressive sight. The sky is filled with clouds, adding to the dramatic atmosphere of the scene. The airplanes are flying in a straight line, showcasing their coordination and skill.",0.0,False,0,0
374369,000000374369.jpg,6.3050971031188965,1,0.4066821584154107,54,0.108,low_entropy,clean,"The image features a person wearing a black jacket and a helmet, standing on a snow-covered slope. The person is holding ski poles and is likely preparing to ski down the hill. The skier is positioned in the middle of the scene, with the ski poles visible in their hands. The snowy landscape extends beyond the person, creating a picturesque winter scene.",0.0,False,2,0
502732,000000502732.jpg,6.305300235748291,1,0.4324852142744487,55,0.11,low_entropy,clean,"The image features a large, stainless steel refrigerator with two doors, placed in a kitchen. The refrigerator is positioned between two cabinets, one on the left side and the other on the right side. The refrigerator is the main focus of the scene, occupying a significant portion of the image.",0.0,False,1,0
579902,000000579902.jpg,6.305450439453125,1,0.4217201575560901,56,0.112,low_entropy,clean,"The image features a person riding a motorcycle on a busy street. The motorcycle is positioned in the middle of the scene, with the rider wearing a helmet for safety. There are several cars around the motorcycle, with one car on the left side, another on the right side, and two more cars further back in the scene.

In addition to the motorcycle rider, there are two other people visible in the image, one standing",0.0,False,3,0
63047,000000063047.jpg,6.305473327636719,1,0.4238749735227345,57,0.114,low_entropy,clean,"The image features a man wearing a Hawaiian shirt, holding a bag of food in his hand. He is standing in front of a building, possibly a restaurant or a food stand. There are several other people in the scene, some of them standing close to the man, while others are further away.

In the background, there is a cup placed on a surface, possibly a table or counter. The scene appears to be a lively gathering or a",0.5,True,4,2
519611,000000519611.jpg,6.305654048919678,1,0.4246464301750466,58,0.116,low_entropy,clean,"The image features a large white polar bear sitting on a rocky surface. The bear appears to be yawning, possibly due to the cold weather. The bear is positioned in the middle of the scene, occupying a significant portion of the image. The rocky surface provides a natural habitat for the polar bear, showcasing its adaptability to such environments.",0.0,False,1,0
174004,000000174004.jpg,6.305698871612549,1,0.4149463019443403,59,0.118,low_entropy,clean,"The image features an old yellow truck parked in a grassy field. The truck is surrounded by tall grass, giving it a rustic appearance. The truck is positioned in the middle of the field, with the front facing the viewer.

There are several people in the scene, with one person standing close to the truck, another person further back, and two more people on the right side of the image. The presence of these individuals suggests",0.5,True,2,1
192964,000000192964.jpg,6.30581521987915,1,0.4219755153497905,60,0.12,low_entropy,clean,"The image captures a man skillfully performing a trick on a skateboard, flying through the air while riding the skateboard. He is in the middle of the trick, showcasing his talent and control over the skateboard.

The scene takes place in a dark setting, with the skateboarder being the main focus. The skateboard is positioned underneath him, and the man appears to be the only person in the",0.0,False,2,0
147725,000000147725.jpg,6.306290626525879,1,0.4110495844519021,61,0.122,low_entropy,clean,"The image depicts a busy street scene with a white bus driving down the road, surrounded by various vehicles. There are two cars on the left side of the bus, one closer to the front and the other further back. On the right side of the bus, there are two more cars, one closer to the bus and the other further away.

In addition to the bus and cars, there are two people visible in the scene. One person is standing near the",0.0,False,2,0
156924,000000156924.jpg,6.306466579437256,1,0.4186230877596738,62,0.124,low_entropy,clean,"The image features a man and a woman playing a video game together, likely on a Nintendo Wii console. Both individuals are holding Wii remotes, with one remote in the man's hand and the other in the woman's hand. They are standing close to each other, enjoying the game together.

In the background, there is a chair placed near the left side of the image. Additionally, there are two other people in the scene, one",0.0,False,3,0
207538,000000207538.jpg,6.307207107543945,1,0.4288074100448132,63,0.126,low_entropy,clean,"The image features a white microwave mounted on the wall above a counter. The microwave is placed in the middle of the scene, with the counter extending from the left side to the right side of the image.

There are two knives visible in the scene, one located near the left edge of the image and the other closer to the right side. Additionally, there are two bottles, one situated near the left edge and the other near the right edge",0.5,True,2,1
444275,000000444275.jpg,6.307572841644287,1,0.4133811441839415,64,0.128,low_entropy,clean,"The image features a small white microwave sitting on the ground next to a white toaster oven. Both appliances are placed on a concrete surface. The microwave is positioned closer to the left side of the scene, while the toaster oven is located more towards the center. The scene appears to be set outdoors, possibly in a yard or a similar location.",0.6667,True,3,2
312263,000000312263.jpg,6.3081746101379395,1,0.4366585633114509,65,0.13,low_entropy,clean,"The image features a tall brick building with a clock mounted on the side. The clock is positioned near the top of the building, making it easily visible. The building is situated in a city, and its architectural details, such as the clock, contribute to the overall aesthetic.",0.0,False,1,0
233370,000000233370.jpg,6.308351516723633,1,0.4141329241572539,66,0.132,low_entropy,clean,"The image features a person lying on the ground, with their head and torso covered by a black suitcase. The person appears to be either pretending to be dead or simply lying down with the suitcase on top of them. The scene takes place on a sidewalk, with the suitcase occupying a significant portion of the space.",0.0,False,2,0
217948,000000217948.jpg,6.3086371421813965,1,0.4246616348895389,67,0.134,low_entropy,clean,"The image features three brown bears standing on a metal fence, looking over the top. They are positioned close to each other, with one bear on the left side, another in the middle, and the third on the right side of the fence. The bears appear to be curious about their surroundings, possibly observing something below them.",0.0,False,1,0
368294,000000368294.jpg,6.308811187744141,1,0.4253704323887906,68,0.136,low_entropy,clean,"The image features a man wearing a yellow shirt, sitting at a workbench and cutting a piece of paper with a pair of scissors. He is focused on his task, possibly working on a craft project or a piece of art.

The workspace is equipped with a few tools, including a knife and a cup. There are also two books in the scene, one located near the man and the other further away. The overall atmosphere suggests",0.5,True,4,2
526728,000000526728.jpg,6.308954238891602,1,0.4296747010385885,69,0.138,low_entropy,clean,"The image features a man and a woman standing next to each other on a sidewalk, posing for a picture. They are surrounded by various pieces of luggage, including multiple suitcases and a handbag. The suitcases are placed in different positions, with some closer to the couple and others further away. The handbag is located near the center of the scene. The couple appears to be enjoying their time together, possibly preparing for a trip or returning from",0.0,False,3,0
447088,000000447088.jpg,6.309081077575684,1,0.4254081683078349,70,0.14,low_entropy,clean,"The image features three baseball players walking together on a field. They are wearing baseball uniforms and are carrying baseball bats. The players are positioned in a line, with one player on the left, another in the middle, and the third on the right. The players are likely preparing for a game or practice session.",0.5,True,2,1
252701,000000252701.jpg,6.30918025970459,1,0.4131676530068457,71,0.142,low_entropy,clean,"The image features a man skillfully riding a blue surfboard on a wave in the ocean. He is the main focus of the scene, with the surfboard clearly visible beneath him.

In the background, there are two other people, one of whom is wearing a wetsuit. They are likely observing the surfer or waiting for their turn to surf. The ocean water appears to be calm, providing a suitable environment for the surfer",0.0,False,2,0
514376,000000514376.jpg,6.309202194213867,1,0.431633011813658,72,0.144,low_entropy,clean,"The image features a blue and white passenger train traveling down a street in a city. The train is positioned in the middle of the scene, with buildings on either side of the street.

There are several traffic lights visible in the image, with one located near the left edge, another in the middle, and the third on the right side. Additionally, there are two benches placed along the street, one near the left edge and the other closer to the center",1.0,True,1,1
231879,000000231879.jpg,6.309206962585449,1,0.435099628641321,73,0.146,low_entropy,clean,"The image features a group of people gathered around a dining table, celebrating a birthday. A woman is holding a small cake with a lit candle, and the guests are eagerly waiting for the cake to be served.

There are several people in the scene, with some standing closer to the table and others further away. A chair is visible near the right side of the table, and a handbag can be seen placed on the floor. The",0.2,True,5,1
185472,000000185472.jpg,6.309421062469482,1,0.4370914104756173,74,0.148,low_entropy,clean,"The image features a man riding a bicycle on a sidewalk next to a train track. The train is visible in the background, traveling down the tracks. The man is wearing a safety vest, which indicates that he might be working in the area.

There are also two handbags in the scene, one located near the man on the bicycle and the other further away. The presence of these handbags suggests that the man might",0.0,False,3,0
22479,000000022479.jpg,6.309588432312012,1,0.414966331610813,75,0.15,low_entropy,clean,"The image captures a young man skillfully performing a trick on his skateboard at a skate park. He is in the air, showcasing his talent and balance. The skateboard is positioned underneath him, with the wheels visible.

The skate park is surrounded by a few benches, one located near the left side of the image, another in the middle, and the third one on the right side. There is also",0.0,False,2,0
107087,000000107087.jpg,6.31007719039917,1,0.4414477066987066,76,0.152,low_entropy,clean,"The image features a black cat sitting in the passenger seat of a car. The car is parked, and the cat appears to be looking out the window. The car's interior is visible, including the passenger seat where the cat is sitting.",0.0,False,2,0
384808,000000384808.jpg,6.31009578704834,1,0.4344928391498683,77,0.154,low_entropy,clean,"The image features a man standing in a bathroom, taking a picture of himself in the mirror. He is wearing a blue robe, and the bathroom appears to be well-equipped with a sink, toilet, and a shower.

There are several bottles scattered around the bathroom, with some placed near the sink and others near the toilet. Additionally, there is a toothbrush located close to the sink. The",0.25,True,4,1
534601,000000534601.jpg,6.310160160064697,1,0.4287917139233396,78,0.156,low_entropy,clean,"The image features a white teddy bear sitting on top of a person's chest. The teddy bear is positioned close to the person's body, creating a cozy and intimate scene. The person appears to be lying down, possibly enjoying a relaxing moment with the stuffed animal.",0.6667,True,3,2
248752,000000248752.jpg,6.310197353363037,1,0.4161495677927873,79,0.158,low_entropy,clean,"The image features a baseball player in the middle of a swing, holding a baseball bat and preparing to hit the ball. The player is wearing a baseball uniform, which includes a blue helmet. The scene takes place on a baseball field, with the player standing in the dirt.

In the background, there are two other people, possibly teammates or opponents, watching the game. The baseball bat is positioned close to the player, with the",0.3333,True,3,1
59635,000000059635.jpg,6.310408592224121,1,0.4267327769428422,80,0.16,low_entropy,clean,"The image captures a lively scene at a beach, where a group of people is gathered around a surfboard. A woman is holding the surfboard, while another person is standing nearby. There are several other people in the scene, some of whom are closer to the water, while others are further back.

In the background, there are two bicycles parked, possibly belonging to some of the beachgoers. The overall atmosphere suggests a fun",0.0,False,2,0
166563,000000166563.jpg,6.310480117797852,1,0.4131904489061272,81,0.162,low_entropy,clean,"The image features a large elephant statue standing on its hind legs, with its trunk in its mouth. The elephant statue is positioned in front of a sign, possibly advertising a rental property. The scene is set in a black and white photo, giving it a vintage feel. The elephant statue is the main focus of the image, drawing attention to its impressive size and unique positioning.",0.0,False,1,0
65736,000000065736.jpg,6.310557842254639,1,0.4199469024407154,82,0.164,low_entropy,clean,"The image features a woman playing tennis on a court. She is holding a tennis racket and is in the process of hitting a tennis ball with it. The woman is wearing a black shirt and shorts, and she is focused on her game.

The tennis ball is in the air, close to the woman, while the tennis racket is positioned in her hand, ready for the next swing. The scene captures the intensity and skill of the woman",0.0,False,3,0
573391,000000573391.jpg,6.310601234436035,1,0.4205813723349456,83,0.166,low_entropy,clean,"The image features a black bear walking through a forest, possibly in search of food. The bear is positioned in the middle of the scene, with trees surrounding it. The forest appears to be a mix of woods and grassy areas, providing a natural habitat for the bear.",0.0,False,1,0
