image_id,file_name,entropy,entropy_quartile,spatial_spread,entropy_rank,entropy_percentile,entropy_group,binary_group,caption,chair_i,is_hallucinating
498286,000000498286.jpg,6.297074317932129,1,0.4403452389878149,21,0.042,low_entropy,clean,"The image features a small dog with a black collar, sitting in the foreground. The dog appears to be looking at the camera, possibly posing for a picture. In the background, there is a car parked, and a person can be seen standing near the car. The scene is set outdoors, with the dog and the person being the main focus of the image.",0.3333,True
110042,000000110042.jpg,6.297231197357178,1,0.4271378768039277,22,0.044,low_entropy,clean,"The image features a whiteboard with a sign on it, likely advertising a toilet. The sign is placed in a grassy area, possibly at an outdoor event. There are several people in the scene, with some standing close to the sign and others scattered around the area.

In addition to the people, there are a few potted plants in the scene, one near the left side of the image and another towards the right side. A chair is",0.3333,True
46872,000000046872.jpg,6.298544883728027,1,0.4232954018111873,23,0.046,low_entropy,clean,"The image features a large truck parked on the street, with a man standing next to it. The truck is carrying a long, blue, and yellow pipe, which is being unloaded. The pipe is placed on the back of the truck, and the man is pointing towards it, possibly giving instructions or guidance.

In the background, there are two more people, one standing closer to the left side of the image and the other person further to the",0.0,False
269682,000000269682.jpg,6.298830986022949,1,0.4471560521750556,24,0.048,low_entropy,clean,"The image features a street scene with a traffic light hanging from a pole. The traffic light is positioned near the center of the scene. There are multiple traffic lights in the image, with one located towards the right side of the scene and another one further to the right.

In addition to the traffic lights, there are two birds visible in the sky, one near the top left corner and the other one slightly above the middle of the scene. The overall atmosphere suggests",0.0,False
322610,000000322610.jpg,6.2990007400512695,1,0.427420175817672,25,0.05,low_entropy,clean,"The image depicts a busy city street with several people walking along the sidewalk. Among the pedestrians, a woman is sitting on a bench, holding an umbrella to shield herself from the elements. Another person is also sitting on a bench nearby.

There are multiple handbags visible in the scene, with one close to the woman sitting on the bench, another near the person sitting on the bench, and the third one",0.0,False
504074,000000504074.jpg,6.299720764160156,1,0.4468312050329482,26,0.052,low_entropy,clean,"The image features a woman sitting in a chair, smoking a cigarette while using a laptop. She is surrounded by a few other people, with one person sitting close to her on the left side and another person further back on the right side.

There are two chairs in the scene, one where the woman is seated and another one located in the background. A cell phone can be seen placed on the ground near the woman. The overall atmosphere suggests a",0.25,True
168337,000000168337.jpg,6.299732208251953,1,0.4389929574733054,27,0.054,low_entropy,clean,"The image features a red fire hydrant situated on the sidewalk next to a building. There are several people in the scene, with one person standing close to the fire hydrant and others scattered around the area. Some of the people are carrying backpacks, with one backpack located near the center of the scene and another one further to the right. The overall atmosphere suggests a busy urban setting.",0.0,False
224724,000000224724.jpg,6.299761772155762,1,0.4358653251421121,28,0.056,low_entropy,clean,"The image features a woman standing outside a building, possibly a restaurant, with a handbag on her shoulder. She is looking at her cell phone, possibly checking messages or browsing the internet.

The scene also includes several other people in the background, some of whom are walking by. There are two motorcycles parked nearby, one closer to the left side of the image and the other further to the right. Additionally, there are two cars parked in the",0.3333,True
5992,000000005992.jpg,6.299825191497803,1,0.4390533544136678,29,0.058,low_entropy,clean,"The image features a group of sheep standing together in a grassy area. There are three sheep in total, with one on the left side, another in the middle, and the third on the right side. The sheep are standing close to each other, creating a sense of unity among the animals. The scene is set in a yard, providing a comfortable environment for the sheep.",0.0,False
263299,000000263299.jpg,6.30011510848999,1,0.4351032701197068,30,0.06,low_entropy,clean,"The image features a train traveling down the tracks, surrounded by trees. The train is positioned in the middle of the scene, with the tracks extending from the left to the right side. The train is moving through the forest, providing a serene and picturesque view.",0.0,False
61471,000000061471.jpg,6.300154685974121,1,0.4358904035808406,31,0.062,low_entropy,clean,"The image features a small brown dog standing on a bathroom rug, sniffing the floor. The dog is positioned close to a white toilet, which is located on the left side of the room. The bathroom also contains a sink, which is situated on the right side of the room.

In addition to the toiletries, there are several bottles scattered around the bathroom. Some are placed on the floor, while others are located",0.3333,True
303818,000000303818.jpg,6.300358772277832,1,0.4382661364588197,32,0.064,low_entropy,clean,"The image depicts a busy street scene with a yellow bus driving down the road. There are several people walking on the sidewalk, some of them carrying handbags. In total, there are 11 people visible in the scene, with some of them closer to the bus and others further away.

Additionally, there are two motorcycles parked on the side of the road, one near the left edge of the image and the other closer to",0.0,False
338718,000000338718.jpg,6.300787925720215,1,0.4349188826389271,33,0.066,low_entropy,clean,"The image features a street with a white SUV driving down the road. The SUV is positioned towards the left side of the scene. There are two street signs lying on the ground, one near the center of the image and the other towards the right side. The street signs appear to be damaged, possibly due to an accident or vandalism.",0.0,False
489611,000000489611.jpg,6.301257133483887,1,0.4331161198751616,34,0.068,low_entropy,clean,"The image features a young boy standing in a room, holding a Nintendo Wii game controller. He appears to be playing a video game, possibly on the Wii console. The boy is wearing a green shirt, and the room has a potted plant placed nearby.",0.0,False
486112,000000486112.jpg,6.301685333251953,1,0.4365506627765337,35,0.07,low_entropy,clean,"The image features a man standing next to a large elephant, which is being sprayed with water from a hose. The man is holding the hose, and the elephant is standing in a dirt area. The scene appears to be taking place in a zoo, as the elephant is being cared for by the man.",0.0,False
71451,000000071451.jpg,6.301821708679199,1,0.4285126122484985,36,0.072,low_entropy,clean,"The image features a neatly made bed in a hotel room. The bed is covered with white sheets and has two white pillows on it. A towel is placed on the bed, adding to the tidy appearance.

In the room, there is a door visible in the background, and a chair can be seen close to the bed. A small clock is also present on the wall, providing the time for the guests. The overall atmosphere of the room is clean",0.6667,True
581615,000000581615.jpg,6.302002906799316,1,0.440702443350493,37,0.074,low_entropy,clean,"The image features a public restroom with two urinals mounted on the wall. One urinal is located on the left side of the wall, while the other is situated on the right side. The urinals are positioned close to each other, with a small gap between them.

In addition to the urinals, there is a small sign above the urinals, possibly providing information or instructions for users. The overall setting is a typical public restroom, with the",0.0,False
295231,000000295231.jpg,6.302065849304199,1,0.423213171262031,38,0.076,low_entropy,clean,"The image features a large group of sheep gathered together in a field. There are at least 13 sheep visible in the scene, with some standing closer to the foreground and others further back. The sheep are of various sizes, indicating a mix of ages and stages of growth. The scene captures the essence of a typical day on a farm, with the sheep enjoying their time in the field.",0.0,False
531036,000000531036.jpg,6.302141189575195,1,0.4276195613906909,39,0.078,low_entropy,clean,"The image features a city street with two red double-decker buses parked next to each other. One bus is positioned closer to the left side of the scene, while the other is located more towards the center.

There are several people in the scene, with one person standing near the left bus, another person close to the right bus, and two more individuals further away from the buses. Additionally, there is a traffic light visible in the background,",0.3333,True
121591,000000121591.jpg,6.30216121673584,1,0.4245345993239007,40,0.08,low_entropy,clean,"The image features a skateboarder performing a trick on a pink wall, likely at a skate park. The skateboarder is in the middle of the trick, with their skateboard positioned below them. The wall is covered with graffiti, adding to the urban atmosphere of the scene.

There are several skateboards visible in the image, with one close to the skateboarder performing the trick, another further away, and",0.0,False
439290,000000439290.jpg,6.302477836608887,1,0.4378742736504092,41,0.082,low_entropy,clean,"The image features a bunch of green bananas hanging from a tree. The bananas are arranged in a row, with some of them appearing to be overripe. The tree is surrounded by a lush green environment, providing a natural setting for the bananas.",0.0,False
24610,000000024610.jpg,6.302606582641602,1,0.4268796367007896,42,0.084,low_entropy,clean,"The image features a cozy living room with a comfortable couch situated in the background. A dining table is located in the foreground, accompanied by a chair. The room is decorated with various books, some of which are placed on the dining table, while others are scattered around the room.

In addition to the books, there are two handbags in the room, one near the couch and the other closer to the dining table. A",0.3333,True
273420,000000273420.jpg,6.302664279937744,1,0.4305416274168634,43,0.086,low_entropy,clean,"The image features a man standing in a room, holding a cell phone to his ear. He is in the process of painting the walls, which are currently blue. The room is equipped with a bed, a chair, and a window.

There are two cars visible in the background, one on the left side and the other on the right side of the room. Additionally, there is a spoon placed on the floor near the center of the room.",0.2,True
101780,000000101780.jpg,6.30271577835083,1,0.4375754102463672,44,0.088,low_entropy,clean,"The image features a zoo enclosure with a variety of animals. There are three giraffes in the scene, with one standing near the left side, another in the middle, and the third one on the right side. A rhino is also present in the enclosure, located towards the right side.

In addition to the animals, there are two people visible in the scene. One person is standing near the left side of the enclosure, while the other",1.0,True
93154,000000093154.jpg,6.302718162536621,1,0.430372195214859,45,0.09,low_entropy,clean,"The image depicts a busy street with multiple cars and a truck driving down the road. There are several traffic lights visible along the street, ensuring the smooth flow of traffic. A bicycle is also present on the right side of the street, possibly indicating a bike lane or a designated area for cyclists.

In addition to the vehicles, there are a few pedestrians walking along the sidewalk, and a person is standing near",1.0,True
187362,000000187362.jpg,6.302743911743164,1,0.4236378124534855,46,0.092,low_entropy,clean,"The image features a man standing on the beach, holding a surfboard. He is wearing swim trunks and appears to be enjoying his time near the ocean. The surfboard is positioned horizontally, with the man standing close to it. The beach setting is further emphasized by the presence of the ocean in the background.",0.0,False
472046,000000472046.jpg,6.303670406341553,1,0.4262966469098295,47,0.094,low_entropy,clean,"The image features a large, open kitchen with a dining table in the center. The table is set with various items, including a bowl, a pineapple, a bunch of limes, and a few oranges. There are also a couple of chairs placed around the table.

In the background, there is a living room area with a couch and a chair. A potted plant is situated near the couch, adding a touch of green",0.0,False
120853,000000120853.jpg,6.303842544555664,1,0.4325193934952295,48,0.096,low_entropy,clean,"The image features a dining table with a plate containing a sandwich and a bowl of coleslaw. The sandwich is cut in half, revealing the meat inside. The coleslaw is placed in the bowl next to the sandwich, creating a delicious and satisfying meal.

In addition to the main dish, there are two cups on the table, one near the top left corner and the other near the top right corner.",0.0,False
157418,000000157418.jpg,6.3040008544921875,1,0.4197248628740239,49,0.098,low_entropy,clean,"The image features a dining table with a variety of food items. There are two plates, one containing a sandwich and the other with a salad. A can of Spam is also present on the table, along with a bowl and a cup. The table is set for a meal, with the sandwich and salad placed neatly on the plates.",0.0,False
262440,000000262440.jpg,6.3040452003479,1,0.4319776416882849,50,0.1,low_entropy,clean,"The image features a small, clean bathroom with white tiles on the walls and floor. The bathroom contains a white toilet, a sink, and a bathtub. The toilet is positioned close to the sink, while the bathtub is located towards the left side of the bathroom.

There are several bottles placed around the bathroom, with one near the sink, another close to the toilet, and the third",0.0,False
49091,000000049091.jpg,6.304666996002197,1,0.4355532099206387,51,0.102,low_entropy,clean,"The image depicts a narrow alleyway in an Asian city, filled with numerous signs written in an Asian language. The signs are hanging from the sides of buildings, creating a unique atmosphere.

In addition to the signs, there are several people walking along the alleyway, possibly exploring the area or going about their daily activities. A car can be seen parked on the left side of the alleyway, and a traffic light is visible in",1.0,True
227686,000000227686.jpg,6.304731845855713,1,0.4130547929904952,52,0.104,low_entropy,clean,"The image features a brown horse with a green bridle, standing in a forest. The horse is wearing a harness, and it appears to be walking through the woods. The scene is set in a forest with trees surrounding the horse, creating a serene and natural atmosphere.",0.0,False
161044,000000161044.jpg,6.304863929748535,1,0.4242298944088803,53,0.106,low_entropy,clean,"The image features a group of three small airplanes flying together in the sky. They are positioned in a straight line, with each plane slightly overlapping the others. The airplanes are flying in the same direction, creating a visually appealing scene. The sky appears to be cloudy, adding to the overall atmosphere of the image.",0.0,False
374369,000000374369.jpg,6.3050971031188965,1,0.4066821584154107,54,0.108,low_entropy,clean,"The image features a person wearing a black jacket and ski gear, standing on a snow-covered slope. The person is holding ski poles and appears to be preparing to ski down the hill. The skier is positioned in the middle of the scene, with the slope stretching out behind them. The overall atmosphere suggests a winter sports activity, with the skier enjoying the snowy landscape.",0.0,False
502732,000000502732.jpg,6.305300235748291,1,0.4324852142744487,55,0.11,low_entropy,clean,"The image features a large, stainless steel refrigerator with a freezer on the bottom. The refrigerator is placed in a kitchen setting, surrounded by various appliances. There is a microwave located above the refrigerator, and an oven can be seen on the right side of the image. Additionally, there is a sink situated towards the right edge of the scene. The refrigerator is the main focus of the",0.75,True
579902,000000579902.jpg,6.305450439453125,1,0.4217201575560901,56,0.112,low_entropy,clean,"The image features a person riding a motorcycle on a busy street. The motorcycle is positioned in the middle of the scene, with the rider wearing a helmet for safety.

There are several cars in the image, with one car located on the left side of the scene, another car on the right side, and a third car further back. Additionally, there is a truck on the left side of the street. The scene captures the",0.25,True
63047,000000063047.jpg,6.305473327636719,1,0.4238749735227345,57,0.114,low_entropy,clean,"The image features a man wearing a Hawaiian shirt, standing outside a building. He is holding a cup, possibly containing coffee, and is eating a donut. The man is also wearing glasses.

There are several other people in the scene, some of them standing close to the man, while others are further away. A handbag can be seen placed on the ground near the center of the scene. The overall atmosphere suggests a casual gather",0.5,True
519611,000000519611.jpg,6.305654048919678,1,0.4246464301750466,58,0.116,low_entropy,clean,"The image features a large white polar bear standing on a rocky surface. The bear appears to be yawning, possibly due to the cold weather or tiredness. The bear is positioned in the middle of the scene, with its mouth open. The rocky surface extends across the entire image, providing a natural habitat for the polar bear.",0.0,False
174004,000000174004.jpg,6.305698871612549,1,0.4149463019443403,59,0.118,low_entropy,clean,"The image features an old yellow dump truck parked in a grassy field. The truck is surrounded by tall grass, giving it a rustic appearance. The truck is positioned in the middle of the scene, with the front facing the viewer.

There are several people in the image, with one person standing close to the left side of the truck, another person near the right side, and two more people further back in the scene. The",0.5,True
192964,000000192964.jpg,6.30581521987915,1,0.4219755153497905,60,0.12,low_entropy,clean,"The image captures a young man skillfully performing a trick on a skateboard. He is in mid-air, jumping over a wooden ramp while riding the skateboard. The skateboarder is the main focus of the scene, with the skateboard clearly visible beneath him.

The background features a few wooden crates, which might be part of the skateboarding area or a storage space. The overall atmosphere of the image",0.0,False
147725,000000147725.jpg,6.306290626525879,1,0.4110495844519021,61,0.122,low_entropy,clean,"The image depicts a busy street scene with a white bus driving down the road, surrounded by various vehicles. There are two cars on the left side of the bus, one closer to the front and the other further back. On the right side of the bus, there are two more cars, one closer to the bus and the other further away.

In addition to the bus and cars, there are two people visible in the scene. One person is standing near the",0.0,False
156924,000000156924.jpg,6.306466579437256,1,0.4186230877596738,62,0.124,low_entropy,clean,"The image features a man and a woman playing a video game together. Both are holding Wii controllers, with the man on the left and the woman on the right. They are standing in a room, enjoying their time together.

In the background, there are two chairs, one near the left side of the room and the other near the right side. Additionally, there is a couch in the room, located towards the right side.",0.5,True
207538,000000207538.jpg,6.307207107543945,1,0.4288074100448132,63,0.126,low_entropy,clean,"The image features a white microwave mounted on the wall above a counter. The microwave is placed in the middle of the scene, with the counter extending from the left to the right side. The countertop is made of wood, giving the kitchen a warm and inviting atmosphere.",0.5,True
444275,000000444275.jpg,6.307572841644287,1,0.4133811441839415,64,0.128,low_entropy,clean,"The image features a small microwave sitting on the ground next to a toaster oven. The microwave is positioned on the left side of the scene, while the toaster oven is located on the right side. Both appliances are placed on the ground, possibly in a yard or outdoor setting.",0.6667,True
312263,000000312263.jpg,6.3081746101379395,1,0.4366585633114509,65,0.13,low_entropy,clean,"The image features a tall brick building with many windows. The building is black and white, giving it a classic appearance. The clock is located on the side of the building, making it a prominent feature. The clock is positioned near the center of the building, and the windows are spread out across the building's facade. The overall scene is reminiscent of a cityscape, with the building standing tall and proud.",0.0,False
233370,000000233370.jpg,6.308351516723633,1,0.4141329241572539,66,0.132,low_entropy,clean,"The image features a woman lying on the ground, with a suitcase placed on top of her. The suitcase is positioned over her body, covering her from the waist down. The scene appears to be a playful or humorous situation, as the woman is not able to move or get up from under the suitcase.",0.0,False
217948,000000217948.jpg,6.3086371421813965,1,0.4246616348895389,67,0.134,low_entropy,clean,"The image features three brown bears standing close to each other, with one of them looking over a fence. The bears are positioned in a row, with the first bear on the left, the second bear in the middle, and the third bear on the right.

The scene takes place in an enclosure, with the bears standing on a dirt ground. The fence separates the bears from the viewer, providing a clear view of",0.0,False
368294,000000368294.jpg,6.308811187744141,1,0.4253704323887906,68,0.136,low_entropy,clean,"The image features a man wearing a yellow shirt, sitting at a workbench in a workshop. He is focused on cutting a piece of wood, possibly a cigar, using a pair of scissors. The workspace is equipped with a variety of tools, including a knife, a pair of scissors, and a spoon.

In addition to the main workspace, there are several books scattered around the area, possibly containing",0.5,True
526728,000000526728.jpg,6.308954238891602,1,0.4296747010385885,69,0.138,low_entropy,clean,"The image features a man and a woman standing outside a building, possibly a hotel or a restaurant. They are surrounded by various pieces of luggage, including multiple suitcases and a handbag. The suitcases are placed in front of them, while the handbag is located close to the woman.

In the background, there are two cars parked nearby, one on the left side and the other on the right side of the image. The scene suggests that the",0.0,False
447088,000000447088.jpg,6.309081077575684,1,0.4254081683078349,70,0.14,low_entropy,clean,"The image features three baseball players walking together on a field. They are wearing baseball uniforms and are carrying baseball bats. The players are positioned in a line, with one player on the left, another in the middle, and the third on the right. The players are likely preparing for a game or practice session.",0.5,True
252701,000000252701.jpg,6.30918025970459,1,0.4131676530068457,71,0.142,low_entropy,clean,"The image features a man skillfully riding a blue surfboard on a wave in the ocean. He is the main focus of the scene, with the surfboard clearly visible beneath him.

In the background, there are two other people, one closer to the left side of the image and the other further to the right. Both individuals appear to be watching the main surfer as he enjoys his ride.",0.0,False
514376,000000514376.jpg,6.309202194213867,1,0.431633011813658,72,0.144,low_entropy,clean,"The image features a blue and white train traveling down a street, passing by a tall building. The train is positioned in the middle of the scene, with the building on the left side.

There are several traffic lights visible in the image, with one located near the left edge, another in the middle, and the third on the right side. A car can be seen on the right side of the image, likely waiting for the train to pass.",0.5,True
231879,000000231879.jpg,6.309206962585449,1,0.435099628641321,73,0.146,low_entropy,clean,"The image features a group of people gathered around a dining table, celebrating a birthday. A woman is holding a cake with a lit candle, and the guests are eagerly waiting for the cake to be served. There are at least six people in the scene, with some standing closer to the table and others further away.

The dining table occupies a significant portion of the room, and there are two chairs visible in the scene.",0.0,False
185472,000000185472.jpg,6.309421062469482,1,0.4370914104756173,74,0.148,low_entropy,clean,"The image features a man riding a bicycle on a sidewalk next to a train track. The train is visible in the background, traveling down the tracks. The man is wearing a safety vest, which indicates that he might be working in the area.

There are also two other people in the scene, one standing close to the man on the bicycle and the other person further away. Additionally, there is a handbag placed on the ground",0.25,True
22479,000000022479.jpg,6.309588432312012,1,0.414966331610813,75,0.15,low_entropy,clean,"The image captures a young man skillfully performing a trick on his skateboard at a skate park. He is in the air, showcasing his talent and balance. The skateboard is positioned underneath him, with the wheels visible.

The skate park is surrounded by a few benches, one located near the left side of the image, another in the middle, and the third one on the right side. There is also",0.0,False
107087,000000107087.jpg,6.31007719039917,1,0.4414477066987066,76,0.152,low_entropy,clean,"The image features a black cat sitting in the back seat of a car. The cat is looking out the window, possibly observing the surroundings or watching something outside. The car's interior is visible, with the back seat being the main focus.",0.0,False
384808,000000384808.jpg,6.31009578704834,1,0.4344928391498683,77,0.154,low_entropy,clean,"The image features a man standing in a bathroom, taking a picture of himself in the mirror. He is wearing a blue robe, and the bathroom appears to be well-equipped with a sink, toilet, and a shower.

There are several bottles scattered around the bathroom, with some placed near the sink and others near the toilet. Additionally, there is a toothbrush located close to the sink. The",0.25,True
534601,000000534601.jpg,6.310160160064697,1,0.4287917139233396,78,0.156,low_entropy,clean,"The image features a white teddy bear sitting on top of a person's chest. The teddy bear is positioned close to the person's body, creating a cozy and intimate scene. The person appears to be lying down, possibly in bed, as the teddy bear is placed on their chest.",0.75,True
248752,000000248752.jpg,6.310197353363037,1,0.4161495677927873,79,0.158,low_entropy,clean,"The image features a baseball player in the middle of a swing, holding a baseball bat and preparing to hit the ball. The player is wearing a baseball uniform, which includes a baseball glove. The scene takes place on a baseball field, with the player standing in the dirt. The baseball bat is positioned close to the player, ready for the next swing.",0.5,True
59635,000000059635.jpg,6.310408592224121,1,0.4267327769428422,80,0.16,low_entropy,clean,"The image captures a lively scene at a beach, where a group of people is enjoying themselves. There are several individuals in the water, with some of them holding surfboards. One person is holding a surfboard, while another is holding a boogie board.

In addition to the people in the water, there are a few more individuals standing on the beach, watching the action unfold. A bicycle can be seen parked near the",0.0,False
166563,000000166563.jpg,6.310480117797852,1,0.4131904489061272,81,0.162,low_entropy,clean,"The image features a large elephant statue sitting on top of a sign, which is located in front of a building. The elephant statue is the main focus of the scene, occupying a significant portion of the image. The building appears to be a rental property, as indicated by the sign. The overall atmosphere of the scene is quite unique and eye-catching.",0.0,False
65736,000000065736.jpg,6.310557842254639,1,0.4199469024407154,82,0.164,low_entropy,clean,"The image features a woman playing tennis on a court. She is holding a tennis racket and is in the middle of a swing, attempting to hit the tennis ball. The ball is positioned close to the racket, and the woman is focused on her game.

The scene is set in a tennis court, with the woman being the main subject. The tennis ball is located near the center of the image, and the woman's racket is visible in the",0.0,False
573391,000000573391.jpg,6.310601234436035,1,0.4205813723349456,83,0.166,low_entropy,clean,"The image features a black bear walking through a forest, surrounded by trees. The bear is positioned in the middle of the scene, with its body facing the left side. The forest appears to be a mix of dirt and grass, creating a natural habitat for the bear.",0.0,False
133567,000000133567.jpg,6.310676574707031,1,0.4269921684835703,84,0.168,low_entropy,clean,"The image features a blue and yellow train traveling down the tracks. The train is positioned in the middle of the scene, with the front of the train visible. The train is passing by a building, which can be seen in the background.

There are several people in the scene, with one person standing close to the left side of the image, another person located near the center, and a third person standing further to the right. The presence of these individuals suggests",0.0,False
544519,000000544519.jpg,6.3106794357299805,1,0.4223723414610481,85,0.17,low_entropy,clean,"The image features a young girl brushing her teeth with a blue toothbrush. She is focused on her task, and the toothbrush is visible in her mouth. The girl is wearing a green shirt, and her hair is pulled back. The scene is set in a room with a couch in the background.",0.3333,True
